Sample_No,Sample_date,SourceNo,Rep,SingleSamp,Town,arsenic,fluoride,manganese,nitrate,nitrite,uranium,Latitude,Longitude
B013848001,19-Apr-06,35,b,,Mount Desert,0.1,0.79,0.0039,0.53,0.005,9.5,,
B024091001,25-Jul-06,18,b,,Mount Desert,0.1,0.1,0.01,0.5,0.005,0.25,,
D053010001,02-Dec-08,8,b,,Mount Desert,0.83,0.7,0.00025,0.21,0.025,5.8,,
E022975001,26-May-09,19,b,,Mount Desert,0.1,0.4,0.0018,,0.025,,,
A003670001,04-May-05,29,a,Y,Mount Vernon,2.2,0.1,0.0005,0.1,0.005,1.9,,
A003676001,22-Jun-05,75,a,Y,Mount Vernon,30,1.09,0.021,0.05,0.005,8.8,,
A021575001,11-Oct-05,56,a,Y,Mount Vernon,0.1,0.1,0.0024,1.89,0.005,0.25,,
B000613001,13-Jan-06,46,a,Y,Mount Vernon,1.1,0.1,0.015,0.05,0.005,0.25,,
A024046001,05-Oct-05,28,a,Y,Mount Vernon,1.1,0.1,0.00025,1.89,0.005,3.1,,
A026550001,12-Jan-06,71,a,Y,Mount Vernon,11,0.1,0.074,0.05,0.005,1.2,,
B006427001,08-Mar-06,86,a,Y,Mount Vernon,2.3,0.1,0.00025,0.43,0.005,0.25,,
B009217001,03-Apr-06,55,a,Y,Mount Vernon,16,0.26,0.0006,0.14,0.005,2.5,,
A030501001,28-Feb-06,18,a,Y,Mount Vernon,2.2,0.1,0.00025,2.51,0.005,3.7,,
B000694001,27-Mar-06,83,a,Y,Mount Vernon,4.2,0.2,0.089,0.05,0.005,0.9,,
B020588001,13-Jun-06,68,a,Y,Mount Vernon,0.1,0.96,0.18,0.5,0.005,0.8,,
B019375001,17-Jul-06,82,a,Y,Mount Vernon,3.4,0.43,0.0008,0.5,0.005,24,,
B006649001,01-Mar-06,59,a,Y,Mount Vernon,0.6,0.1,0.0015,0.19,0.005,0.25,,
B009010001,21-Jun-06,30,a,Y,Mount Vernon,4.3,0.28,0.0007,3.3,0.005,7.7,,
B009445001,03-May-06,74,a,Y,Mount Vernon,8.8,0.65,0.00025,0.05,0.005,12,,
B010332001,14-Apr-06,81,a,,Mount Vernon,0.1,,,0.82,0.005,,,
B012923001,06-Apr-06,69,a,Y,Mount Vernon,24,2.2,0.0019,0.12,0.005,16,,
B038569001,29-Nov-06,65,a,Y,Mount Vernon,1.5,0.1,0.022,0.5,0.005,0.25,,
B038571001,29-Nov-06,49,a,Y,Mount Vernon,2.6,0.1,0.016,7.1,0.005,0.25,,
B019205001,01-Jun-06,43,a,,Mount Vernon,28,0.1,0.009,0.5,0.005,1.3,,
B019808001,08-Jun-06,34,a,Y,Mount Vernon,0.6,0.1,0.003,0.5,0.005,0.25,,
B021757001,05-Jul-06,16,a,Y,Mount Vernon,18,0.76,0.0022,0.5,0.005,10,,
B023807001,10-Jul-06,23,a,,Mount Vernon,6.1,,,,,,,
B041143001,20-Dec-06,20,a,,Mount Vernon,1.3,,0.053,,,,,
B025664001,08-Aug-06,66,a,Y,Mount Vernon,0.5,1.45,0.0012,0.5,0.005,2.9,,
B025686001,03-Aug-06,63,a,Y,Mount Vernon,0.1,2,0.05,0.5,0.005,0.6,,
B027723001,07-Aug-06,11,a,Y,Mount Vernon,4.7,0.36,0.00025,0.5,0.005,41,,
B030408001,06-Sep-06,67,a,Y,Mount Vernon,0.1,0.1,0.0053,0.5,0.005,6.5,,
B031004001,19-Oct-06,38,a,Y,Mount Vernon,46,1.26,0.036,0.5,0.005,2.1,,
B039967001,05-Dec-06,35,a,,Mount Vernon,2,,0.53,,,3.6,,
B035816001,17-Oct-06,51,a,Y,Mount Vernon,0.1,,,,,,,
C001475001,26-Mar-07,88,a,,Mount Vernon,0.1,,0.1,0.5,,,,
C004373001,07-Mar-07,64,a,,Mount Vernon,0.1,0.1,,0.5,,,,
C013039001,05-Jun-07,57,a,Y,Mount Vernon,11,0.21,0.00025,1,0.005,1.7,,
C014601001,14-Jun-07,7,a,Y,Mount Vernon,5.7,,0.0014,5.4,0.005,3.5,,
C014931001,19-Apr-07,10,a,Y,Mount Vernon,15,1.27,0.038,0.5,0.005,0.76,,
C017684001,07-May-07,26,a,Y,Mount Vernon,24,1.14,0.043,,0.005,0.25,,
C021044001,12-Jun-07,54,a,Y,Mount Vernon,0.1,4.7,0.0033,0.5,0.005,0.25,,
D026826001,23-Jun-08,78,a,Y,Mount Vernon,1.8,0.1,0.00025,0.01,0.025,8,,
C023883001,15-Jun-07,72,a,Y,Mount Vernon,0.75,0.1,0.00025,0.5,0.005,,,
C048406001,04-Oct-07,36,a,Y,Mount Vernon,1,0.2,0.0058,0.06,0.005,5.4,,
C024363001,14-Jun-07,60,a,Y,Mount Vernon,0.1,,0.059,0.5,0.005,0.25,,
C024978001,20-Jun-07,4,a,Y,Mount Vernon,7.2,0.67,0.27,0.005,0.005,15,,
C032494001,13-Aug-07,80,a,Y,Mount Vernon,3.8,0.2,0.085,0.09,0.005,0.68,,
C030953001,11-Jul-07,6,a,,Mount Vernon,19,,,,,,,
C036108001,13-Aug-07,70,a,Y,Mount Vernon,9.2,0.4,0.00025,0.03,0.005,0.98,,
C036775001,21-Aug-07,3,a,Y,Mount Vernon,7.4,0.7,0.28,0.005,0.005,12,,
C038212001,21-Aug-07,79,a,Y,Mount Vernon,1.3,1.2,0.21,0.005,0.005,1.8,,
C039069001,27-Aug-07,44,a,Y,Mount Vernon,11,6.6,0.0013,0.005,0.005,0.25,,
C042864001,25-Oct-07,45,a,Y,Mount Vernon,0.87,0.1,0.00074,0.63,0.005,3.6,,
C044154001,23-Oct-07,58,a,Y,Mount Vernon,4,0.1,0.00025,0.95,0.005,35,,
C054214001,18-Nov-07,32,a,Y,Mount Vernon,24,0.9,0.048,0.26,0.005,0.25,,
C057419001,22-Feb-08,12,a,,Mount Vernon,25,0.8,0.00025,0.005,0.005,3.4,,
D004500001,01-Feb-08,77,a,Y,Mount Vernon,59,0.5,0.57,0.005,0.005,4.1,,
D015861001,08-Apr-08,17,a,,Mount Vernon,7.3,0.3,0.0027,0.88,,5.9,,
C018429001,08-Sep-08,19,a,Y,Mount Vernon,5.5,0.2,0.00062,0.87,0.005,0.25,,
D003735001,22-Jan-08,42,a,Y,Mount Vernon,23,0.3,0.022,0.005,0.005,0.25,,
C056356001,09-Jan-08,14,a,,Mount Vernon,0.1,,,,,,,
D006688001,05-Feb-08,61,a,Y,Mount Vernon,12,0.6,0.04,0.005,0.01,0.79,,
D007380001,10-Mar-08,5,a,,Mount Vernon,14,0.05,0.00025,0.13,0.01,0.25,,
D013071001,01-Apr-08,85,a,Y,Mount Vernon,0.1,0.1,0.0049,0.1,0.025,1.4,,
D048497001,22-Oct-08,24,a,Y,Mount Vernon,0.1,,,,,,,
D021815001,19-May-08,62,a,Y,Mount Vernon,0.1,0.4,0.28,0.005,0.025,0.66,,
D034211001,30-Jul-08,9,a,Y,Mount Vernon,3.1,0.1,0.007,0.3,0.025,0.25,,
D029290001,11-Aug-08,53,a,Y,Mount Vernon,160,1.2,0.02,0.005,0.025,0.25,,
D030501001,25-Aug-08,8,a,Y,Mount Vernon,3.1,0.1,0.00025,0.03,0.025,2.3,,
D030503001,25-Aug-08,39,a,Y,Mount Vernon,4.8,0.2,0.0028,0.01,0.025,3.7,,
D053836001,20-Nov-08,1,a,Y,Mount Vernon,2.1,0.1,0.00025,0.08,0.025,1.1,,
D032017001,30-Jul-08,52,a,Y,Mount Vernon,0.1,1.1,0.069,0.005,0.025,1.3,,
D030582001,24-Sep-08,87,a,,Mount Vernon,1.5,,,,,,,
D038071001,09-Sep-08,15,a,Y,Mount Vernon,22,0.5,0.026,0.005,0.025,0.25,,
D043604001,22-Sep-08,25,a,Y,Mount Vernon,17,0.6,0.032,0.005,0.025,3.6,,
D044066001,17-Oct-08,48,a,Y,Mount Vernon,19,0.2,0.022,0.71,0.025,0.68,,
D052596001,19-Nov-08,22,a,Y,Mount Vernon,8.5,0.1,0.00025,0.06,0.025,10,,
E004225001,02-Feb-09,76,a,Y,Mount Vernon,5.4,0.4,0.072,0.005,0.025,5,,
D048508001,17-Apr-09,21,a,Y,Mount Vernon,56,,,,,,,
E000256001,08-Jan-09,50,a,Y,Mount Vernon,13,,,,,,,
E000499001,01-Apr-09,27,a,Y,Mount Vernon,0.1,,,,,,,
E013700001,08-Apr-09,84,a,Y,Mount Vernon,47,0.6,0.02,0.005,0.025,0.25,,
E015967001,20-Apr-09,40,a,Y,Mount Vernon,14,0.7,0.00025,0.86,0.025,22,,
E015968001,20-Apr-09,2,a,Y,Mount Vernon,28,1,0.078,0.025,0.025,1,,
E017862001,05-May-09,33,a,Y,Mount Vernon,0.1,0.1,0.051,1.5,0.025,0.25,,
E021691001,17-Jun-09,47,a,Y,Mount Vernon,66,2.1,0.013,0.025,0.025,0.25,,
E024009001,02-Jun-09,37,a,Y,Mount Vernon,23,0.3,0.0041,0.025,0.08,4.2,,
E026368001,18-Jun-09,31,a,Y,Mount Vernon,0.94,0.2,0.032,0.05,,3,,
E034906001,20-Jul-09,13,a,Y,Mount Vernon,8.4,,,,,,,
B009760001,15-Mar-06,81,b,,Mount Vernon,3.9,0.29,0.035,0.1,,3.8,,
B023582001,09-Jan-07,88,b,,Mount Vernon,0.84,,0.14,0.5,,,,
B023528001,26-Mar-07,20,b,,Mount Vernon,1.1,,0.15,,,,,
B023808001,10-Jul-06,23,b,,Mount Vernon,5.5,,,,,,,
C019302001,11-May-07,6,b,,Mount Vernon,18,2.4,0.029,0.5,0.005,5.7,,
B038961001,29-Nov-06,35,b,,Mount Vernon,0.63,0.53,,0.5,0.005,,,
B041494001,11-Feb-07,12,b,,Mount Vernon,18,1.2,0.064,0.5,0.005,2.4,,
D022059001,21-May-08,5,b,,Mount Vernon,12,,,,,,,
E002415001,02-Feb-09,17,b,,Mount Vernon,2.2,,,,0.025,,,
E010194001,27-Mar-09,64,b,,Mount Vernon,0.1,,0.0049,,0.025,0.25,,
D037614001,18-Sep-08,43,b,,Mount Vernon,21,,,,,,,
D030562001,24-Sep-08,87,b,,Mount Vernon,0.67,,,,,,,
D047617001,05-Oct-08,14,b,,Mount Vernon,45,,,,,,,
C025611001,26-Jul-07,20,c,,Mount Vernon,0.56,0.4,0.48,0.04,0.005,5.4,,
B039901001,30-Jan-07,88,c,,Mount Vernon,0.51,,0.21,,,,,
D047616001,06-Oct-08,23,c,,Mount Vernon,5.2,0.4,0.049,0.01,0.025,0.25,,
C024984001,20-Jun-07,17,c,,Mount Vernon,1.6,,,,,,,
C039613001,29-Aug-07,14,c,,Mount Vernon,38,,,,,,,
C037830001,05-Oct-07,88,d,,Mount Vernon,0.8,1.3,0.18,,0.005,1.2,,
D012690001,11-Apr-08,88,e,,Mount Vernon,0.1,0.1,0.012,,,,,
A010387001,27-Feb-06,72,a,Y,Naples,0.1,0.47,0.012,0.05,0.005,46,43.97112968,-70.57317884
A009076001,14-Jun-05,49,a,Y,Naples,4.7,1.32,0.0013,0.1,0.005,1300,,
A028936001,05-Dec-05,65,a,,Naples,0.1,0.67,,,,180,,
A028962001,07-Dec-05,69,a,Y,Naples,0.1,0.1,0.0016,0.81,0.005,,43.96225435,-70.57186119
B002513001,24-Apr-06,15,a,,Naples,0.1,0.1,,,,,43.97046205,-70.57318509
B013882001,25-Apr-06,5,a,Y,Naples,0.1,0.47,0.0007,3.21,0.005,140,43.92421435,-70.60831633
B006509001,14-Mar-06,12,a,Y,Naples,0.1,0.91,0.00025,0.14,0.005,24,43.94620649,-70.61791966
B006634001,14-Feb-06,16,a,Y,Naples,0.1,0.1,0.0018,0.71,0.005,0.6,,
B016890001,15-May-06,36,a,Y,Naples,0.1,1.05,0.0051,0.5,0.005,47,43.92684216,-70.60867916
B013817001,26-Apr-06,23,a,,Naples,0.1,,,2.8,0.005,,43.9989467,-70.57046429
B016574001,09-May-06,7,a,,Naples,0.1,1.69,,0.5,0.005,100,43.92524429,-70.61039082
B015006001,26-Jul-06,63,a,Y,Naples,0.1,,,,,9.1,43.95378332,-70.60531752
B019726001,21-Aug-06,20,a,Y,Naples,0.1,0.35,0.0093,1.5,0.005,19,43.99311066,-70.57766676
B027748001,09-Aug-06,9,a,Y,Naples,0.1,0.1,0.0037,0.5,0.005,0.25,,
C014443001,11-Apr-07,60,a,,Naples,0.1,0.55,,1.2,0.005,41,,
C015950001,24-Apr-07,2,a,Y,Naples,0.1,0.1,0.0029,0.5,0.005,2.1,43.99264977,-70.60166207
B039342001,07-Dec-06,31,a,Y,Naples,0.1,0.1,0.0036,2.6,0.005,6.8,43.93597633,-70.61515533
C017899001,07-May-07,67,a,Y,Naples,0.1,0.5,0.00084,0.5,0.005,16,44.01401352,-70.62396607
C029980001,07-Aug-07,43,a,,Naples,1.5,0.9,0.00025,,0.005,200,,
C013742001,17-Apr-07,4,a,Y,Naples,0.1,0.1,0.029,1.1,0.005,6.2,43.99604148,-70.60161053
B040941001,21-Mar-07,10,a,Y,Naples,0.1,0.52,0.00055,1.2,0.005,38,,
C002762001,22-Jan-07,59,a,,Naples,0.73,0.99,,,,,,
C003143001,31-Jan-07,40,a,Y,Naples,2.1,1.42,0.022,0.5,0.005,76,44.00379878,-70.65139001
C003709001,29-Jan-07,51,a,Y,Naples,0.1,0.1,0.009,0.5,0.005,7.3,43.94130533,-70.64418109
C010191001,26-Mar-07,50,a,Y,Naples,0.1,6.4,0.00057,0.5,0.005,10,43.99422151,-70.60248713
C012474001,23-Apr-07,55,a,Y,Naples,0.1,0.2,0.002,0.5,0.005,56,,
C004585001,07-Feb-07,14,a,Y,Naples,0.1,,,,,,,
C015728001,23-Apr-07,56,a,Y,Naples,0.1,0.1,0.0033,0.5,0.005,13,43.99956799,-70.5994794
C016163001,23-Apr-07,6,a,Y,Naples,0.8,1.37,0.0017,0.5,0.005,110,,
C016366001,15-May-07,28,a,Y,Naples,0.99,1.23,0.0058,1,0.005,2900,43.94608152,-70.63656405
C016381001,25-Apr-07,24,a,Y,Naples,0.1,0.1,0.009,1,0.005,11,43.98170535,-70.59789851
C020436001,04-Jun-07,64,a,Y,Naples,0.1,0.1,0.011,1,0.005,3,43.99999503,-70.59720034
C020917001,23-May-07,58,a,Y,Naples,0.1,0.34,0.00069,0.5,0.005,9,,
C048897001,15-Oct-07,32,a,Y,Naples,0.1,0.4,0.00025,0.4,0.005,60,,
C021938001,30-May-07,77,a,Y,Naples,0.1,0.1,0.017,0.5,0.005,7.2,43.99737332,-70.60136837
C023129001,26-Jul-07,21,a,Y,Naples,0.1,0.4,0.0048,2.2,0.005,250,43.94045582,-70.64509747
C019627001,14-May-07,18,a,Y,Naples,0.1,,,,,,,
C048450001,18-Oct-07,68,a,Y,Naples,1.2,2.6,0.00091,0.005,0.005,280,,
C024798001,31-Jul-07,30,a,Y,Naples,0.1,0.2,0.0021,3.2,0.005,68,,
C030654001,16-Jul-07,61,a,Y,Naples,0.1,0.7,0.0094,0.34,0.005,160,43.93959835,-70.65463547
D048132001,08-Oct-08,71,a,Y,Naples,0.1,0.1,0.00079,0.14,0.025,0.51,,
C029474001,30-Jul-07,42,a,,Naples,0.1,0.5,,,,0.69,43.99677149,-70.59734839
C030929001,30-Jul-07,8,a,Y,Naples,0.1,0.1,0.00025,4,0.005,12,44.00071087,-70.59773602
C034806001,06-Aug-07,29,a,,Naples,0.1,,0.0005,,0.005,,43.99274982,-70.60213611
C034881001,01-Aug-07,66,a,Y,Naples,0.1,0.4,0.001,0.31,0.005,38,,
C037755001,17-Sep-07,79,a,Y,Naples,0.1,0.05,0.024,0.04,0.005,0.25,,
C041950001,12-Sep-07,62,a,Y,Naples,0.1,0.7,0.0014,0.05,0.005,29,43.95377627,-70.56596165
C042477001,12-Sep-07,13,a,Y,Naples,0.1,0.2,0.038,0.72,0.005,93,43.99815462,-70.59642321
C042595001,17-Sep-07,25,a,Y,Naples,0.1,1.2,0.0031,0.03,0.005,170,43.94794435,-70.61931787
C042820001,17-Sep-07,45,a,Y,Naples,0.1,0.2,0.002,1.6,0.005,10,,
C042945001,26-Sep-07,53,a,Y,Naples,0.1,0.8,0.00025,1.6,0.005,100,,
C050231001,22-Oct-07,19,a,Y,Naples,0.1,0.2,0.009,3,0.005,39,43.99334284,-70.61385976
C050238001,22-Oct-07,37,a,,Naples,0.1,0.5,0.0056,0.05,,68,43.98902469,-70.5750254
C044486001,01-Oct-07,39,a,Y,Naples,0.1,1,0.00025,1.7,0.005,430,,
C047534001,09-Oct-07,75,a,,Naples,0.1,,0.00025,,0.005,,,
C049185001,10-Dec-07,78,a,Y,Naples,0.1,0.05,0.082,2.3,0.005,8.7,44.00065672,-70.60583735
C049330001,05-Nov-07,1,a,,Naples,0.1,0.1,,2.7,,,,
C053785001,13-Nov-07,47,a,Y,Naples,0.1,0.2,0.041,3,0.005,230,43.99819776,-70.59750571
C057028001,03-Mar-08,44,a,Y,Naples,0.1,1.2,0.014,0.005,0.005,50,43.91646935,-70.58435393
D002126001,20-Feb-08,76,a,Y,Naples,0.1,0.4,0.021,0.11,0.005,13,,
C039577001,04-Sep-07,3,a,,Naples,0.1,,,,,16,,
D024543001,05-Jun-08,48,a,Y,Naples,0.1,1.4,0.012,0.01,0.025,38,,
D007416001,21-Feb-08,73,a,Y,Naples,0.1,0.1,0.0026,0.92,0.01,4.6,44.00010313,-70.59983055
D007419001,17-Mar-08,74,a,,Naples,0.1,2.8,0.027,,0.01,,43.96428075,-70.64291585
D021309001,13-May-08,34,a,Y,Naples,1.3,0.4,0.24,0.94,0.025,1700,43.99719995,-70.59667157
D049421001,21-Oct-08,54,a,Y,Naples,0.1,0.1,0.012,0.94,0.025,99,43.99713087,-70.59712906
D023873001,15-Oct-08,22,a,,Naples,0.72,,0.019,,0.025,,,
D034752001,05-Aug-08,26,a,,Naples,0.55,1,,0.04,,,,
D036477001,11-Aug-08,41,a,Y,Naples,0.1,0.1,0.021,2.1,0.025,30,44.0000878,-70.6006418
D053534001,19-Nov-08,33,a,,Naples,0.1,,0.013,,0.025,2.3,,
E011278001,24-Mar-09,52,a,Y,Naples,0.1,1.2,0.00084,5.1,0.025,250,43.95934442,-70.56969135
D041916001,16-Sep-08,35,a,Y,Naples,0.1,1,0.0014,0.35,0.025,27,43.99579341,-70.60202406
D043196001,24-Nov-08,27,a,Y,Naples,0.1,0.9,0.00025,0.79,0.025,56,43.99612474,-70.65191489
D051253001,04-Nov-08,70,a,Y,Naples,0.1,0.1,0.0029,1.4,0.025,12,43.99658824,-70.60154037
D016297001,02-Feb-09,38,a,Y,Naples,0.1,0.2,0.00025,0.05,0.025,26,43.96429491,-70.57927336
D058761001,16-Mar-09,17,a,,Naples,0.1,,0.011,,,87,,
E004131001,18-Feb-09,57,a,,Naples,0.1,,,,,,,
E005570001,11-Feb-09,11,a,,Naples,0.1,1.5,,,0.025,,43.99655496,-70.59752934
E020833001,11-May-09,46,a,Y,Naples,0.1,0.3,0.00025,0.48,0.025,120,44.00916412,-70.58210011
A021486001,30-Nov-05,74,b,,Naples,0.1,,,0.1,,56,43.96428075,-70.64291585
B014630001,01-May-06,7,b,,Naples,0.1,,0.0046,,,,43.92524429,-70.61039082
B010011001,16-May-06,1,b,,Naples,0.1,,0.078,,0.005,8.4,,
B017627001,23-May-06,65,b,,Naples,0.1,,0.0023,0.5,0.005,,,
B023627001,27-Jun-06,42,b,,Naples,0.1,,0.041,1.4,0.005,2500,43.99677149,-70.59734839
B037696001,01-Nov-06,57,b,,Naples,0.1,,,,,,43.96237709,-70.60589281
C029978001,07-Aug-07,43,b,,Naples,0.1,,,0.31,,,,
B040538001,16-Jan-07,33,b,,Naples,0.1,0.1,,0.5,,,,
C004369001,06-Feb-07,11,b,,Naples,0.63,,0.0047,0.5,,3500,43.99655496,-70.59752934
C013841001,09-Apr-07,29,b,,Naples,2.1,2.2,,0.5,,130,43.99274982,-70.60213611
C014484001,11-Apr-07,60,b,,Naples,0.1,,0.0011,,,,,
C017671001,16-May-07,23,b,,Naples,0.1,0.62,0.00025,,,46,43.9989467,-70.57046429
C032359001,23-Jul-07,75,b,,Naples,0.1,0.7,,0.15,,59,,
C026125001,08-Aug-07,59,b,,Naples,0.1,,0.0075,0.01,,98,,
C053443001,06-Nov-07,37,b,,Naples,0.1,,,,0.005,,43.98902469,-70.5750254
D010713001,14-May-08,22,b,,Naples,0.1,0.8,,0.005,,140,,
D025902001,16-Jun-08,3,b,,Naples,0.1,0.1,0.0015,0.25,0.025,3.8,,
D044196001,08-Oct-08,26,b,,Naples,0.1,,0.0012,,0.025,0.25,,
E008938001,25-Mar-09,15,b,,Naples,0.1,,0.0039,,0.025,0.56,,
E027045001,13-Jul-09,17,b,,Naples,0.1,,,,,,,
C054929001,26-Nov-07,57,c,,Naples,0.1,0.2,0.00025,0.25,0.005,23,43.96237709,-70.60589281
D016345001,04-Jun-08,15,c,,Naples,0.1,,0.0035,0.47,,,43.97046205,-70.57318509
D027137001,14-Jul-08,17,c,,Naples,0.1,0.3,,0.21,0.025,78,,
E004126001,02-Feb-09,59,c,,Naples,0.66,1,,,0.025,,,
A028202001,30-Nov-05,57,d,,Naples,0.1,,,,,,43.96237709,-70.60589281
B014146001,09-May-06,1,a,Y,Nashville Plt,4.3,0.2,0.025,0.5,0.005,0.25,,
B025586001,01-Aug-06,1,a,Y,New Canada,0.7,0.1,0.041,0.5,0.005,0.5,,
A022511001,11-Oct-05,13,a,,New Gloucester,0.7,,,,,49,43.94610266,-70.31284436
A009164001,07-Sep-05,59,a,Y,New Gloucester,2.7,0.1,0.078,0.05,0.005,1.1,43.95692006,-70.34603688
B006167001,27-Feb-06,68,a,Y,New Gloucester,12,0.1,0.001,0.48,0.005,440,,
A008017001,20-Jun-05,46,a,Y,New Gloucester,0.1,0.1,0.035,0.27,0.005,3.7,43.91762851,-70.25215136
A008821001,08-Jun-05,75,a,Y,New Gloucester,0.1,0.1,0.027,0.38,0.005,0.25,,
A010506001,19-Jul-05,40,a,,New Gloucester,3.5,,,,,,43.97395827,-70.36533273
A020188001,26-Oct-05,34,a,Y,New Gloucester,0.7,0.1,0.00025,1.54,0.005,63,43.92522261,-70.26691215
A029334001,14-Mar-06,58,a,Y,New Gloucester,3,0.1,0.067,0.05,0.005,0.7,,
A029437001,31-Jan-06,70,a,,New Gloucester,2.9,0.1,0.002,1.26,,83,,
A030727001,17-Jan-06,8,a,Y,New Gloucester,1.8,0.1,0.0021,1.23,0.005,71,43.96563244,-70.28933654
B010286001,31-May-06,71,a,Y,New Gloucester,3,0.1,0.0011,3.2,0.005,53,,
B006858001,28-Feb-06,57,a,Y,New Gloucester,1.3,0.3,0.0006,0.13,0.005,330,43.96869263,-70.29047394
B010018001,28-Mar-06,53,a,,New Gloucester,0.9,,,0.93,,31,43.98262688,-70.33396976
B010274001,29-Mar-06,28,a,Y,New Gloucester,0.1,0.1,0.00025,,0.005,2.8,43.97732239,-70.31792926
B012781001,25-Apr-06,3,a,,New Gloucester,0.6,0.38,,0.05,,,43.98144293,-70.28912778
B013264001,24-Apr-06,35,a,Y,New Gloucester,1.1,0.3,0.014,0.18,0.005,16,43.96698894,-70.28850391
B013287001,15-May-06,32,a,Y,New Gloucester,16,0.1,0.00025,0.5,0.005,29,43.96768588,-70.35908371
B017063001,05-Jun-06,12,a,Y,New Gloucester,0.1,0.1,0.0024,0.5,0.005,0.25,,
B014412001,02-May-06,60,a,Y,New Gloucester,0.1,0.1,0.0041,2.02,0.005,0.25,43.92972569,-70.30960456
B015066001,16-May-06,22,a,Y,New Gloucester,2.3,0.1,0.00025,0.5,0.005,24,43.91876653,-70.29258208
B016689001,10-May-06,67,a,,New Gloucester,2.9,,,,,,,
B017345001,01-Aug-06,41,a,Y,New Gloucester,0.1,0.24,0.00025,0.5,0.005,0.25,43.93252423,-70.28628294
B017351001,15-Jun-06,23,a,,New Gloucester,5.6,,,0.5,,45,43.966885,-70.38104161
B019148001,13-Jun-06,24,a,Y,New Gloucester,0.1,0.1,0.51,15,0.005,2.1,,
B020387001,11-Jul-06,74,a,Y,New Gloucester,3.2,0.1,0.0081,3.2,0.005,66,,
B023513001,27-Jul-06,72,a,,New Gloucester,18,0.1,0.0021,0.5,,68,,
B021645001,26-Jun-06,63,a,Y,New Gloucester,5.9,,,,,,,
B033044001,02-Oct-06,18,a,Y,New Gloucester,0.64,0.1,0.045,0.5,0.005,23,43.95591128,-70.34740256
B037034001,06-Nov-06,9,a,Y,New Gloucester,0.1,0.1,0.031,4.4,0.005,5.2,,
B039221001,28-Nov-06,61,a,Y,New Gloucester,0.1,0.1,0.014,1.5,0.005,,,
C010635001,22-Mar-07,27,a,Y,New Gloucester,0.1,0.1,0.083,0.5,0.005,0.25,43.93170219,-70.28748535
C005139001,27-Mar-07,31,a,Y,New Gloucester,0.1,0.1,0.0043,1,0.005,0.25,44.00903736,-70.31621154
C003185001,30-Jan-07,14,a,,New Gloucester,0.1,,,,,,43.95930019,-70.24521294
C004546001,04-Sep-07,5,a,Y,New Gloucester,0.1,0.05,0.22,0.26,0.005,3.7,43.91669964,-70.25102009
C004551001,06-Feb-07,55,a,Y,New Gloucester,0.1,0.77,0.00025,0.5,0.005,30,43.96840507,-70.2898911
C004909001,20-Mar-07,29,a,Y,New Gloucester,1.3,0.1,0.0046,1,0.005,65,43.9395668,-70.30305399
C006660001,20-Mar-07,2,a,Y,New Gloucester,0.1,0.1,0.066,0.5,0.005,0.25,43.94945249,-70.3483293
C015963001,30-Apr-07,37,a,Y,New Gloucester,17,0.2,0.0011,0.5,0.005,19,43.92877823,-70.32111191
C016322001,30-Apr-07,44,a,Y,New Gloucester,0.1,0.1,0.0052,1,0.005,6.2,43.96462124,-70.27943504
C020386001,27-Aug-07,19,a,Y,New Gloucester,1.7,0.1,0.00061,0.46,0.005,5.4,44.00492795,-70.28203437
C021704001,11-Jun-07,43,a,,New Gloucester,14,,0.12,0.5,0.005,60,43.9770889,-70.36556775
C023135001,11-Jun-07,17,a,,New Gloucester,1.1,0.1,0.03,0.5,0.005,,44.01879158,-70.31664302
C040830001,06-Sep-07,42,a,,New Gloucester,0.1,,,,,,43.92104826,-70.29086611
D023178001,07-Jul-08,11,a,Y,New Gloucester,0.1,0.05,0.043,0.22,0.025,1.6,43.94040085,-70.27744975
C051498001,30-Oct-07,38,a,,New Gloucester,22,0.05,0.00025,0.005,0.005,0.25,43.98673463,-70.34569306
C056811001,11-Dec-07,15,a,,New Gloucester,0.1,,,,0.005,,43.92815687,-70.2915986
D000083001,23-Jan-08,73,a,Y,New Gloucester,0.1,0.1,3.4,0.31,0.005,1.1,,
C035970001,06-Aug-07,56,a,Y,New Gloucester,0.61,0.05,0.031,0.38,0.005,0.25,44.03726542,-70.31511018
C036110001,27-Aug-07,45,a,Y,New Gloucester,0.77,0.05,0.00061,0.005,0.005,0.25,43.97943353,-70.36612082
C040258001,11-Sep-07,25,a,Y,New Gloucester,0.1,0.1,0.0026,0.03,0.005,190,43.9838909,-70.39724718
C042270001,11-Sep-07,48,a,Y,New Gloucester,1.2,,,,,0.25,43.94222098,-70.28715635
C051097001,23-Oct-07,33,a,Y,New Gloucester,3.9,0.1,0.022,0.005,0.005,0.25,43.93179832,-70.2879758
C051339001,31-Oct-07,66,a,Y,New Gloucester,0.1,0.05,0.0031,4.7,0.005,4.2,,
D022488001,28-May-08,69,a,Y,New Gloucester,0.54,0.1,0.00025,0.27,0.025,5.5,,
D005325001,26-Feb-08,36,a,Y,New Gloucester,1.2,0.05,0.0019,0.82,0.005,12,43.94654153,-70.31858729
C018797001,23-Apr-08,4,a,Y,New Gloucester,0.1,,,,,,,
D010106001,04-Mar-08,54,a,Y,New Gloucester,0.1,0.05,0.00025,0.03,0.01,0.56,44.03484338,-70.31684385
